adc_ok,adc_shape,bad_frame,frame_num,label_count,label_file,label_projection_hit_rate,projection_hits,projection_total,radar_file,range_fft_ok,range_peak_db,range_peak_max_db,range_peak_mean_db,range_peak_min_db,range_peak_std_db,rd_energy_mean_db,rd_energy_std_db,rd_map_ok,sample_bad_count,sample_count,sample_ok_count,sequence
True,128x255x4x2,False,3,8,0000000003.csv,,,,000003.mat,True,68.21136457625948,,,,,62.59998296375659,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,33,8,0000000033.csv,,,,000033.mat,True,67.70276771149008,,,,,62.59619605165304,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,64,8,0000000064.csv,,,,000064.mat,True,72.97109473992035,,,,,62.772227544274834,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,95,8,0000000095.csv,,,,000095.mat,True,68.54361271502691,,,,,62.966183489015506,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,126,8,0000000126.csv,,,,000126.mat,True,66.95059765878148,,,,,62.56875922381664,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,157,8,0000000157.csv,,,,000157.mat,True,67.03478964433205,,,,,62.291196161492756,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,188,8,0000000188.csv,,,,000188.mat,True,67.17909234604126,,,,,62.23363391938075,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,219,8,0000000219.csv,,,,000219.mat,True,67.25891798350189,,,,,62.25009244102425,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,250,8,0000000250.csv,,,,000250.mat,True,67.27867850991828,,,,,62.29956050635139,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,281,7,0000000281.csv,,,,000281.mat,True,67.40604491544488,,,,,62.25706482330867,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,311,7,0000000311.csv,,,,000311.mat,True,67.33328254028709,,,,,62.20149774476235,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,342,5,0000000342.csv,,,,000342.mat,True,67.47992683593819,,,,,62.18757201538906,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,373,5,0000000373.csv,,,,000373.mat,True,67.48843158944682,,,,,62.41254603499739,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,404,5,0000000404.csv,,,,000404.mat,True,67.51154383807315,,,,,62.147919942775026,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,435,5,0000000435.csv,,,,000435.mat,True,67.68542967428225,,,,,62.72998077370143,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,466,5,0000000466.csv,,,,000466.mat,True,69.73023065058719,,,,,62.866142698246456,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,497,5,0000000497.csv,,,,000497.mat,True,67.63665307731833,,,,,63.04332325140834,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,528,5,0000000528.csv,,,,000528.mat,True,67.35940695335611,,,,,62.82768435730892,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,559,5,0000000559.csv,,,,000559.mat,True,67.45077532574564,,,,,62.26812110076727,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,590,5,0000000590.csv,,,,000590.mat,True,67.42450625269572,,,,,62.165695095935526,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,620,5,0000000620.csv,,,,000620.mat,True,67.50992389856548,,,,,62.21004943510994,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,651,5,0000000651.csv,,,,000651.mat,True,67.58599316240539,,,,,62.31938081802071,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,682,5,0000000682.csv,,,,000682.mat,True,67.35872457591913,,,,,62.17312002465196,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,713,7,0000000713.csv,,,,000713.mat,True,67.43963578654792,,,,,62.55584259544486,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,744,6,0000000744.csv,,,,000744.mat,True,67.4061552410819,,,,,62.84968346026706,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,775,7,0000000775.csv,,,,000775.mat,True,67.61690067806613,,,,,62.75808580501326,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,806,7,0000000806.csv,,,,000806.mat,True,67.60295006648631,,,,,62.53409954799588,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,837,7,0000000837.csv,,,,000837.mat,True,67.74112401504749,,,,,62.41872960753073,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,868,7,0000000868.csv,,,,000868.mat,True,67.6441348084205,,,,,62.4236889282848,,True,,,,2019_05_09_mlms003
True,128x255x4x2,False,899,7,0000000899.csv,,,,000899.mat,True,67.75576493572673,,,,,62.402800187316025,,True,,,,2019_05_09_mlms003
,,,SUMMARY,,,0.8505154639175257,165,194,,,,72.97109473992035,67.77661515689047,66.95059765878148,1.0847841072364517,62.47769535163338,0.26385944968831215,,0,30,30,2019_05_09_mlms003
True,128x255x4x2,False,3,5,0000000003.csv,,,,000003.mat,True,66.12382308387402,,,,,62.44563020223521,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,33,5,0000000033.csv,,,,000033.mat,True,66.7888312604751,,,,,62.141481704362505,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,64,5,0000000064.csv,,,,000064.mat,True,66.80616675192579,,,,,62.027212445088836,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,95,4,0000000095.csv,,,,000095.mat,True,66.940857573149,,,,,62.079828339075775,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,126,4,0000000126.csv,,,,000126.mat,True,67.10723187918991,,,,,62.01637082998107,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,157,4,0000000157.csv,,,,000157.mat,True,67.15030948467646,,,,,62.00168906596969,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,188,4,0000000188.csv,,,,000188.mat,True,67.20174747057716,,,,,62.06467343456724,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,219,5,0000000219.csv,,,,000219.mat,True,67.0945250552821,,,,,62.237230348638555,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,250,5,0000000250.csv,,,,000250.mat,True,68.43160180675625,,,,,62.49844758888612,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,281,5,0000000281.csv,,,,000281.mat,True,71.80453881683748,,,,,62.575264224969374,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,311,5,0000000311.csv,,,,000311.mat,True,71.56637342869422,,,,,62.75076087939422,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,342,5,0000000342.csv,,,,000342.mat,True,67.12608742142264,,,,,62.65715596353658,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,373,5,0000000373.csv,,,,000373.mat,True,67.41292602094416,,,,,62.297628550950435,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,404,5,0000000404.csv,,,,000404.mat,True,67.22290381178725,,,,,62.124168480594726,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,435,5,0000000435.csv,,,,000435.mat,True,67.09984290924454,,,,,62.25069795434598,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,466,5,0000000466.csv,,,,000466.mat,True,66.9946383332159,,,,,62.347002901879705,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,497,5,0000000497.csv,,,,000497.mat,True,67.17713448502226,,,,,62.33268644429283,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,528,5,0000000528.csv,,,,000528.mat,True,67.40375551059267,,,,,62.428131451070726,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,559,5,0000000559.csv,,,,000559.mat,True,71.69564534099538,,,,,62.68836432984685,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,590,5,0000000590.csv,,,,000590.mat,True,67.32243577117687,,,,,62.18162791298377,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,620,5,0000000620.csv,,,,000620.mat,True,68.93277361247743,,,,,62.27711672036277,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,651,5,0000000651.csv,,,,000651.mat,True,67.22168490620453,,,,,62.08626015295409,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,682,5,0000000682.csv,,,,000682.mat,True,67.25946130917276,,,,,61.990309903784265,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,713,5,0000000713.csv,,,,000713.mat,True,67.24010776944665,,,,,62.11807410430217,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,744,5,0000000744.csv,,,,000744.mat,True,67.32062330801813,,,,,62.33475593572159,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,775,5,0000000775.csv,,,,000775.mat,True,73.67248592133548,,,,,63.089356660140616,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,806,5,0000000806.csv,,,,000806.mat,True,71.93219936275813,,,,,62.978908558938336,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,837,5,0000000837.csv,,,,000837.mat,True,67.47549974882462,,,,,62.31502232149767,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,868,5,0000000868.csv,,,,000868.mat,True,67.50423090630228,,,,,62.039709122414436,,True,,,,2019_05_09_bm1s007
True,128x255x4x2,False,899,5,0000000899.csv,,,,000899.mat,True,67.68698119562637,,,,,62.1903421050505,,True,,,,2019_05_09_bm1s007
,,,SUMMARY,,,0.7876712328767124,115,146,,,,73.67248592133548,68.09058080853352,66.12382308387402,1.8942715308981768,62.31886362126122,0.28234211001591725,,0,30,30,2019_05_09_bm1s007
True,128x255x4x2,False,3,3,0000000003.csv,,,,000003.mat,True,70.68598761483105,,,,,62.00295683198303,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,33,3,0000000033.csv,,,,000033.mat,True,66.466574553762,,,,,61.696713816457276,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,64,3,0000000064.csv,,,,000064.mat,True,66.41982050254806,,,,,61.74912953307526,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,95,4,0000000095.csv,,,,000095.mat,True,66.62559745968339,,,,,61.494037108934904,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,126,3,0000000126.csv,,,,000126.mat,True,66.63404143277786,,,,,61.16602802863641,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,157,3,0000000157.csv,,,,000157.mat,True,66.60740617311221,,,,,60.92882657473596,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,188,3,0000000188.csv,,,,000188.mat,True,66.72161120976997,,,,,60.918141750502365,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,219,3,0000000219.csv,,,,000219.mat,True,66.80143251137767,,,,,60.85905359934554,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,250,3,0000000250.csv,,,,000250.mat,True,66.76605039455048,,,,,60.82658727572429,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,281,3,0000000281.csv,,,,000281.mat,True,66.7758640564608,,,,,60.8132756008895,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,311,3,0000000311.csv,,,,000311.mat,True,66.8512047692743,,,,,60.8207005890006,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,342,3,0000000342.csv,,,,000342.mat,True,66.99190476435365,,,,,60.75552550570114,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,373,3,0000000373.csv,,,,000373.mat,True,66.92370648744341,,,,,60.737193470314715,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,404,2,0000000404.csv,,,,000404.mat,True,67.20135402595574,,,,,60.84514436279936,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,435,1,0000000435.csv,,,,000435.mat,True,67.23942959774885,,,,,60.89755708709524,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,466,2,0000000466.csv,,,,000466.mat,True,67.0978017559863,,,,,61.16819134179467,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,497,2,0000000497.csv,,,,000497.mat,True,67.14926103627916,,,,,61.33755980866864,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,528,2,0000000528.csv,,,,000528.mat,True,67.1732408285374,,,,,61.25180826759844,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,559,2,0000000559.csv,,,,000559.mat,True,67.245284344886,,,,,60.84024759643184,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,590,2,0000000590.csv,,,,000590.mat,True,67.30562189347422,,,,,60.79181696739009,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,620,2,0000000620.csv,,,,000620.mat,True,67.07424566979421,,,,,60.874586409689606,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,651,2,0000000651.csv,,,,000651.mat,True,67.34248039684962,,,,,60.921584212083026,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,682,3,0000000682.csv,,,,000682.mat,True,67.31325761703877,,,,,61.03602032846595,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,713,3,0000000713.csv,,,,000713.mat,True,67.4005946221155,,,,,61.7585417730176,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,744,2,0000000744.csv,,,,000744.mat,True,67.31883132982755,,,,,61.794679050272094,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,775,3,0000000775.csv,,,,000775.mat,True,67.37436236019394,,,,,62.54847568445059,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,806,3,0000000806.csv,,,,000806.mat,True,67.27166096157761,,,,,62.054042913062794,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,837,2,0000000837.csv,,,,000837.mat,True,67.14206312058596,,,,,61.258666962820335,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,868,2,0000000868.csv,,,,000868.mat,True,67.29097719078192,,,,,61.00335570148207,,True,,,,2019_04_30_mlms001
True,128x255x4x2,False,899,2,0000000899.csv,,,,000899.mat,True,67.40321828649007,,,,,60.86904984942414,,True,,,,2019_04_30_mlms001
,,,SUMMARY,,,0.8961038961038961,69,77,,,,70.68598761483105,67.15382956560225,66.41982050254806,0.7177197571979939,61.200649933394914,0.465682731621703,,0,30,30,2019_04_30_mlms001
True,128x255x4x2,False,3,5,0000000003.csv,,,,000003.mat,True,69.15102846520553,,,,,62.375845277864244,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,33,4,0000000033.csv,,,,000033.mat,True,68.42632608865867,,,,,62.243647051090804,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,64,5,0000000064.csv,,,,000064.mat,True,68.34210013281962,,,,,62.19400300271325,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,95,5,0000000095.csv,,,,000095.mat,True,68.37324208005819,,,,,62.21398975636107,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,126,5,0000000126.csv,,,,000126.mat,True,68.3765610199035,,,,,62.11842536596061,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,157,5,0000000157.csv,,,,000157.mat,True,68.10273721038347,,,,,62.016354887109884,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,188,4,0000000188.csv,,,,000188.mat,True,68.14629248108558,,,,,61.99475384499822,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,219,4,0000000219.csv,,,,000219.mat,True,68.10644908999724,,,,,61.95030624347763,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,250,4,0000000250.csv,,,,000250.mat,True,68.14610030252807,,,,,61.956550449680385,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,281,4,0000000281.csv,,,,000281.mat,True,67.92279403437439,,,,,61.95362385120794,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,311,4,0000000311.csv,,,,000311.mat,True,67.87185847062314,,,,,61.93327658970847,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,342,4,0000000342.csv,,,,000342.mat,True,68.11773497640881,,,,,61.93063178132689,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,373,4,0000000373.csv,,,,000373.mat,True,67.98418961897424,,,,,61.9563828377692,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,404,4,0000000404.csv,,,,000404.mat,True,68.02230059137197,,,,,61.952522247628515,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,435,4,0000000435.csv,,,,000435.mat,True,67.94170938565206,,,,,61.929925993145176,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,466,4,0000000466.csv,,,,000466.mat,True,67.8037231777999,,,,,61.94656338372602,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,497,4,0000000497.csv,,,,000497.mat,True,67.81472075081125,,,,,61.92129060278669,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,528,4,0000000528.csv,,,,000528.mat,True,67.66851625387807,,,,,61.905940610198414,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,559,4,0000000559.csv,,,,000559.mat,True,67.90390853195454,,,,,61.89395924895323,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,590,4,0000000590.csv,,,,000590.mat,True,67.94768830385689,,,,,61.91344588063871,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,620,4,0000000620.csv,,,,000620.mat,True,67.84122618713327,,,,,61.923260747995506,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,651,4,0000000651.csv,,,,000651.mat,True,67.6601932905219,,,,,61.925189172460875,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,682,4,0000000682.csv,,,,000682.mat,True,67.66273163872741,,,,,61.87784733308953,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,713,4,0000000713.csv,,,,000713.mat,True,67.68121561187274,,,,,61.881002595779606,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,744,4,0000000744.csv,,,,000744.mat,True,67.90720257466026,,,,,61.992506355044505,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,775,4,0000000775.csv,,,,000775.mat,True,67.82599785933641,,,,,61.90288383899459,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,806,4,0000000806.csv,,,,000806.mat,True,67.75308335664084,,,,,61.95987653509466,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,837,4,0000000837.csv,,,,000837.mat,True,67.79666873161062,,,,,61.918252446181356,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,868,4,0000000868.csv,,,,000868.mat,True,67.62645572754553,,,,,61.899650742982935,,True,,,,2019_05_09_cm1s003
True,128x255x4x2,False,899,4,0000000899.csv,,,,000899.mat,True,67.74014786981301,,,,,61.87362189891419,,True,,,,2019_05_09_cm1s003
,,,SUMMARY,,,1.0,125,125,,,,69.15102846520553,67.98883012714023,67.62645572754553,0.3111833479601817,61.981851019096105,0.12032626493674872,,0,30,30,2019_05_09_cm1s003
True,128x255x4x2,False,3,2,0000000003.csv,,,,000003.mat,True,71.19862851481972,,,,,62.148237461310025,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,33,2,0000000033.csv,,,,000033.mat,True,69.44941445891205,,,,,61.396904317685916,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,64,3,0000000064.csv,,,,000064.mat,True,69.31256542458055,,,,,62.89894102764562,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,95,3,0000000095.csv,,,,000095.mat,True,66.49816769790694,,,,,61.55444909053401,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,126,3,0000000126.csv,,,,000126.mat,True,66.52374844662778,,,,,61.51104103776327,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,157,2,0000000157.csv,,,,000157.mat,True,66.49208965270252,,,,,61.1441702860862,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,188,2,0000000188.csv,,,,000188.mat,True,66.49073672916006,,,,,61.38652596672015,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,219,2,0000000219.csv,,,,000219.mat,True,66.72906613949736,,,,,61.088995311783535,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,250,2,0000000250.csv,,,,000250.mat,True,66.74517503977685,,,,,61.07744856003383,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,281,2,0000000281.csv,,,,000281.mat,True,66.80589990174575,,,,,60.900278739768524,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,311,2,0000000311.csv,,,,000311.mat,True,66.84665082275559,,,,,60.96349178199708,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,342,2,0000000342.csv,,,,000342.mat,True,66.89326681061792,,,,,60.88820258209354,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,373,3,0000000373.csv,,,,000373.mat,True,67.02189717507264,,,,,60.88500264045633,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,404,3,0000000404.csv,,,,000404.mat,True,66.7353197273037,,,,,60.96965797510648,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,435,3,0000000435.csv,,,,000435.mat,True,66.87379917827015,,,,,60.9178334470818,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,466,2,0000000466.csv,,,,000466.mat,True,67.09028162385174,,,,,60.82140803094462,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,497,2,0000000497.csv,,,,000497.mat,True,67.08868953384801,,,,,60.88278181436029,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,528,3,0000000528.csv,,,,000528.mat,True,67.10615185597904,,,,,60.81630213741781,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,559,2,0000000559.csv,,,,000559.mat,True,67.03171082674257,,,,,60.837882354008975,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,590,3,0000000590.csv,,,,000590.mat,True,66.95063952688093,,,,,60.91164122475381,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,620,2,0000000620.csv,,,,000620.mat,True,66.8781706801941,,,,,60.99240177018654,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,651,2,0000000651.csv,,,,000651.mat,True,66.99169944571558,,,,,61.00517138178509,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,682,2,0000000682.csv,,,,000682.mat,True,67.245314163998,,,,,61.04100271447329,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,713,2,0000000713.csv,,,,000713.mat,True,67.12466026950914,,,,,61.102459066425666,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,744,2,0000000744.csv,,,,000744.mat,True,67.24188019066057,,,,,61.122798542652234,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,775,2,0000000775.csv,,,,000775.mat,True,67.13875092314781,,,,,61.167372733680565,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,806,2,0000000806.csv,,,,000806.mat,True,67.11473361999225,,,,,61.0913005216873,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,837,1,0000000837.csv,,,,000837.mat,True,67.00057694522953,,,,,60.93038251873094,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,868,1,0000000868.csv,,,,000868.mat,True,67.11858355413565,,,,,60.86523347464635,,True,,,,2019_04_30_mlms000
True,128x255x4x2,False,899,1,0000000899.csv,,,,000899.mat,True,67.02537988682447,,,,,60.88058060321478,,True,,,,2019_04_30_mlms000
,,,SUMMARY,,,0.8923076923076924,58,65,,,,71.19862851481972,67.22545495888197,66.49073672916006,0.9827091382961839,61.13999663716782,0.4283991104403585,,0,30,30,2019_04_30_mlms000
